"date","收盘","开盘","高","低","交易量","涨跌幅"
"2021-4-29","6,405.10","6,419.04","6,441.85","6,394.38","120.93K","-0.50%"
"2021-4-28","6,437.25","6,395.02","6,437.27","6,366.01","121.92K","0.57%"
"2021-4-27","6,400.90","6,423.79","6,429.86","6,338.13","121.31K","-0.47%"
"2021-4-26","6,431.09","6,467.88","6,527.33","6,427.76","133.41K","-0.34%"
"2021-4-23","6,453.30","6,478.93","6,478.93","6,425.79","121.67K","-0.49%"
"2021-4-22","6,485.21","6,470.46","6,496.38","6,463.14","118.55K","0.43%"
"2021-4-21","6,457.71","6,425.34","6,470.81","6,408.04","119.48K","0.00%"
"2021-4-20","6,457.63","6,460.52","6,506.78","6,450.56","139.72K","-0.31%"
"2021-4-19","6,477.39","6,368.86","6,477.41","6,357.50","143.64K","1.70%"
"2021-4-16","6,368.85","6,295.53","6,379.97","6,295.53","135.27K","1.15%"
"2021-4-15","6,296.61","6,304.74","6,304.74","6,258.95","118.74K","-0.37%"
"2021-4-14","6,320.07","6,227.25","6,320.57","6,225.56","116.92K","1.43%"
"2021-4-13","6,231.14","6,252.71","6,282.97","6,216.19","122.87K","-0.52%"
"2021-4-12","6,263.40","6,398.51","6,402.33","6,251.49","132.05K","-2.13%"
"2021-4-9","6,399.52","6,399.15","6,410.39","6,378.33","122.69K","-0.07%"
"2021-4-8","6,404.13","6,411.03","6,435.28","6,387.91","136.74K","-0.29%"
"2021-4-7","6,422.76","6,419.99","6,422.77","6,372.25","125.14K","0.02%"
"2021-4-6","6,421.49","6,376.72","6,425.36","6,374.76","112.88K","0.95%"
"2021-4-2","6,361.25","6,354.71","6,383.46","6,337.98","115.19K","0.40%"
"2021-4-1","6,335.79","6,302.56","6,341.08","6,286.06","110.96K","0.67%"
"2021-3-31","6,293.39","6,289.60","6,298.79","6,252.40","109.81K","-0.13%"
"2021-3-30","6,301.58","6,313.48","6,316.64","6,268.25","127.03K","-0.40%"
"2021-3-29","6,326.61","6,323.94","6,364.42","6,309.89","126.45K","0.40%"
"2021-3-26","6,301.34","6,198.53","6,309.58","6,198.53","124.64K","1.79%"
"2021-3-25","6,190.71","6,172.40","6,233.69","6,130.25","125.39K","-0.09%"
"2021-3-24","6,196.27","6,249.23","6,286.85","6,183.20","137.99K","-1.47%"
"2021-3-23","6,289.00","6,364.82","6,372.66","6,259.80","148.31K","-1.11%"
"2021-3-22","6,359.60","6,256.52","6,359.67","6,253.62","136.10K","1.74%"
"2021-3-19","6,250.81","6,230.07","6,307.22","6,208.76","125.29K","-0.76%"
"2021-3-18","6,298.89","6,276.80","6,322.45","6,268.86","127.60K","0.34%"
"2021-3-17","6,277.58","6,225.52","6,283.60","6,184.06","125.51K","0.71%"
"2021-3-16","6,233.46","6,182.52","6,233.46","6,145.52","137.73K","0.90%"
"2021-3-15","6,177.74","6,204.82","6,238.20","6,130.40","133.60K","-0.69%"
"2021-3-12","6,220.48","6,231.69","6,234.34","6,155.70","137.68K","0.01%"
"2021-3-11","6,219.66","6,086.09","6,219.66","6,055.40","124.96K","2.33%"
"2021-3-10","6,078.24","6,192.15","6,208.77","6,069.91","117.96K","-0.78%"
"2021-3-9","6,126.28","6,314.35","6,321.02","6,035.91","161.75K","-3.18%"
"2021-3-8","6,327.65","6,496.21","6,529.87","6,327.65","156.81K","-1.99%"
"2021-3-5","6,456.28","6,369.23","6,484.30","6,366.47","139.91K","0.33%"
"2021-3-4","6,434.89","6,519.04","6,534.60","6,417.89","150.19K","-1.81%"
"2021-3-3","6,553.60","6,456.71","6,553.95","6,446.84","136.77K","1.34%"
"2021-3-2","6,466.63","6,518.32","6,518.99","6,423.95","136.22K","-0.44%"
"2021-3-1","6,495.16","6,362.94","6,495.19","6,362.94","128.96K","2.68%"
"2021-2-26","6,325.40","6,287.49","6,381.32","6,276.71","123.21K","-1.16%"
"2021-2-25","6,399.35","6,480.92","6,492.42","6,390.41","135.07K","-0.60%"
"2021-2-24","6,437.84","6,490.38","6,542.28","6,378.67","149.39K","-0.80%"
"2021-2-23","6,489.96","6,496.75","6,545.54","6,447.97","158.48K","-0.68%"
"2021-2-22","6,534.57","6,553.91","6,659.41","6,534.57","203.59K","0.11%"
"2021-2-19","6,527.65","6,395.58","6,527.90","6,374.58","155.49K","1.92%"
"2021-2-18","6,404.59","6,405.02","6,441.51","6,363.20","139.12K","1.61%"
"2021-2-10","6,303.31","6,265.41","6,316.79","6,236.35","105.45K","0.79%"
"2021-2-9","6,254.01","6,101.68","6,264.18","6,097.09","111.42K","2.71%"
"2021-2-8","6,088.82","6,056.91","6,122.32","6,000.96","103.58K","0.72%"
"2021-2-5","6,045.30","6,179.49","6,214.28","6,044.61","119.80K","-1.99%"
"2021-2-4","6,167.75","6,277.97","6,295.70","6,077.28","139.60K","-2.21%"
"2021-2-3","6,307.39","6,404.07","6,404.07","6,306.09","131.19K","-1.72%"
"2021-2-2","6,417.46","6,351.66","6,419.03","6,307.81","128.04K","1.13%"
"2021-2-1","6,345.81","6,282.03","6,347.17","6,280.37","131.09K","0.66%"
"2021-1-29","6,304.12","6,438.61","6,459.34","6,221.87","145.55K","-1.48%"
"2021-1-28","6,399.13","6,466.57","6,545.72","6,395.76","132.32K","-2.12%"
"2021-1-27","6,537.75","6,519.45","6,552.43","6,449.37","130.79K","0.06%"
"2021-1-26","6,534.10","6,630.36","6,645.81","6,525.38","142.07K","-1.85%"
"2021-1-25","6,657.27","6,710.80","6,728.45","6,631.69","166.13K","-0.96%"
"2021-1-22","6,721.92","6,736.01","6,737.55","6,671.29","158.67K","-0.34%"
"2021-1-21","6,745.11","6,670.18","6,770.87","6,669.41","159.36K","1.10%"
"2021-1-20","6,671.45","6,606.73","6,671.45","6,584.88","130.75K","0.87%"
"2021-1-19","6,614.07","6,647.95","6,677.41","6,602.78","155.03K","-0.57%"
"2021-1-18","6,652.10","6,515.58","6,655.05","6,511.00","137.39K","1.89%"
"2021-1-15","6,528.46","6,496.91","6,539.17","6,435.46","131.96K","0.33%"
"2021-1-14","6,506.83","6,488.75","6,557.26","6,414.74","147.20K","-0.10%"
"2021-1-13","6,513.64","6,567.60","6,567.60","6,471.78","162.13K","-0.78%"
"2021-1-12","6,564.74","6,453.01","6,566.14","6,433.22","140.37K","1.37%"
"2021-1-11","6,475.95","6,579.64","6,584.22","6,437.03","166.71K","-1.66%"
"2021-1-8","6,585.36","6,603.51","6,638.86","6,514.18","161.82K","-0.47%"
"2021-1-7","6,616.55","6,708.72","6,709.07","6,557.27","193.68K","-1.61%"
"2021-1-6","6,724.95","6,803.69","6,816.26","6,686.13","179.08K","-1.21%"
"2021-1-5","6,807.45","6,785.52","6,827.50","6,726.46","197.25K","0.13%"
"2021-1-4","6,798.76","6,671.93","6,809.43","6,662.80","183.21K","2.29%"
"2020-12-31","6,646.47","6,536.86","6,646.50","6,536.86","156.31K","1.83%"
"2020-12-30","6,526.88","6,469.89","6,549.38","6,465.39","150.30K","0.77%"
"2020-12-29","6,477.26","6,514.91","6,548.71","6,473.40","165.00K","-0.65%"
"2020-12-28","6,519.47","6,561.77","6,566.65","6,484.44","174.27K","-0.64%"
"2020-12-25","6,561.27","6,466.35","6,570.30","6,454.28","154.56K","1.00%"
"2020-12-24","6,496.33","6,591.79","6,596.59","6,484.41","160.89K","-1.59%"
"2020-12-23","6,601.24","6,552.27","6,615.20","6,551.07","163.02K","0.78%"
"2020-12-22","6,549.97","6,668.21","6,684.70","6,545.84","161.41K","-2.12%"
"2020-12-21","6,691.59","6,576.71","6,692.38","6,571.59","143.60K","1.80%"
"2020-12-18","6,573.40","6,604.03","6,625.97","6,564.18","133.70K","-0.37%"
"2020-12-17","6,597.86","6,530.66","6,599.11","6,460.63","135.78K","0.83%"
"2020-12-16","6,543.36","6,597.31","6,598.93","6,538.97","118.56K","-0.81%"
"2020-12-15","6,596.50","6,565.50","6,603.40","6,548.79","107.14K","0.30%"
"2020-12-14","6,576.82","6,493.65","6,578.41","6,459.92","116.49K","1.21%"
"2020-12-11","6,498.24","6,610.55","6,617.44","6,441.29","144.59K","-1.62%"
"2020-12-10","6,605.19","6,576.06","6,647.45","6,552.11","120.85K","0.04%"
"2020-12-9","6,602.52","6,734.12","6,736.17","6,602.52","140.75K","-1.96%"
"2020-12-8","6,734.37","6,735.23","6,753.70","6,720.60","119.56K","0.02%"
"2020-12-7","6,733.00","6,760.10","6,770.84","6,731.68","130.05K","-0.20%"
"2020-12-4","6,746.63","6,700.69","6,755.58","6,688.63","119.01K","0.52%"
"2020-12-3","6,711.84","6,726.26","6,736.42","6,679.52","137.20K","-0.35%"
"2020-12-2","6,735.71","6,712.89","6,741.54","6,699.75","149.38K","0.33%"
"2020-12-1","6,713.23","6,608.62","6,717.25","6,600.73","134.55K","1.37%"
"2020-11-30","6,622.36","6,642.15","6,674.26","6,591.69","130.81K","-0.29%"
"2020-11-27","6,641.77","6,639.60","6,644.35","6,578.72","119.06K","-0.02%"
"2020-11-26","6,643.18","6,678.14","6,693.87","6,597.77","124.95K","-0.73%"
"2020-11-25","6,691.87","6,816.23","6,817.76","6,691.87","151.67K","-1.71%"
"2020-11-24","6,808.00","6,798.83","6,827.47","6,785.25","143.46K","0.00%"
"2020-11-23","6,807.72","6,776.24","6,833.62","6,738.65","166.03K","0.62%"
"2020-11-20","6,766.06","6,713.65","6,770.06","6,701.49","133.17K","0.71%"
"2020-11-19","6,718.46","6,664.83","6,725.49","6,625.09","134.93K","0.54%"
"2020-11-18","6,682.12","6,673.60","6,723.61","6,653.65","134.45K","0.01%"
"2020-11-17","6,681.72","6,743.87","6,743.87","6,637.52","143.32K","-0.98%"
"2020-11-16","6,747.81","6,703.18","6,747.81","6,668.42","135.65K","0.92%"
"2020-11-13","6,686.39","6,663.22","6,700.20","6,621.50","109.35K","0.15%"
"2020-11-12","6,676.42","6,680.20","6,702.30","6,647.77","112.64K","0.19%"
"2020-11-11","6,663.73","6,761.35","6,771.53","6,659.28","130.93K","-1.71%"
"2020-11-10","6,779.49","6,854.70","6,854.77","6,747.74","146.37K","-1.06%"
"2020-11-9","6,851.98","6,723.43","6,873.44","6,723.43","167.67K","2.44%"
"2020-11-6","6,688.66","6,771.18","6,771.18","6,645.57","138.61K","-0.98%"
"2020-11-5","6,754.95","6,685.20","6,756.90","6,665.81","136.54K","1.84%"
"2020-11-4","6,632.68","6,652.58","6,658.58","6,585.80","113.03K","-0.22%"
"2020-11-3","6,647.57","6,538.28","6,647.57","6,518.66","125.34K","2.05%"
"2020-11-2","6,513.79","6,517.42","6,537.32","6,461.71","123.19K","0.04%"
"2020-10-30","6,511.16","6,685.59","6,694.52","6,502.12","136.55K","-2.45%"
"2020-10-29","6,674.74","6,592.89","6,698.72","6,573.70","116.18K","-0.16%"
"2020-10-28","6,685.43","6,680.44","6,700.47","6,589.77","115.35K","0.04%"
"2020-10-27","6,682.54","6,630.72","6,689.03","6,620.09","100.71K","0.51%"
"2020-10-26","6,648.52","6,620.19","6,674.57","6,545.79","98.66K","0.11%"
"2020-10-23","6,641.33","6,774.77","6,811.33","6,627.70","110.71K","-1.93%"
"2020-10-22","6,771.81","6,788.00","6,800.04","6,714.15","107.66K","-0.64%"
"2020-10-21","6,815.09","6,926.53","6,926.69","6,793.49","115.79K","-1.56%"
"2020-10-20","6,923.38","6,846.36","6,923.38","6,804.84","113.73K","0.95%"
"2020-10-19","6,858.36","6,943.80","6,947.95","6,843.00","120.09K","-0.70%"
"2020-10-16","6,906.39","6,924.81","6,942.63","6,846.17","116.39K","-0.30%"
"2020-10-15","6,926.85","6,991.74","6,992.29","6,924.19","129.56K","-0.88%"
"2020-10-14","6,988.61","7,036.87","7,036.87","6,975.19","138.34K","-0.93%"
"2020-10-13","7,053.87","7,023.44","7,059.24","6,989.67","145.59K","0.25%"
"2020-10-12","7,036.28","6,881.63","7,036.28","6,875.70","171.27K","3.14%"
"2020-10-9","6,822.36","6,737.53","6,828.98","6,727.39","126.97K","3.10%"
"2020-9-30","6,617.16","6,641.38","6,665.88","6,584.89","95.02K","-0.06%"
"2020-9-29","6,621.03","6,585.18","6,651.74","6,562.82","95.05K","1.08%"
"2020-9-28","6,550.37","6,649.18","6,660.18","6,550.00","96.26K","-1.27%"
"2020-9-25","6,634.39","6,703.62","6,717.24","6,604.67","103.41K","-0.61%"
"2020-9-24","6,675.15","6,814.01","6,814.01","6,675.06","131.27K","-2.74%"
"2020-9-23","6,862.97","6,839.47","6,881.48","6,805.13","118.54K","0.69%"
"2020-9-22","6,815.78","6,862.34","6,912.10","6,793.68","135.54K","-1.61%"
"2020-9-21","6,927.19","6,951.75","6,975.13","6,912.04","147.69K","-0.04%"
"2020-9-18","6,929.77","6,822.97","6,933.66","6,811.90","152.00K","1.53%"
"2020-9-17","6,825.15","6,800.35","6,876.01","6,746.22","138.96K","0.18%"
"2020-9-16","6,812.91","6,871.07","6,871.07","6,777.43","136.83K","-1.00%"
"2020-9-15","6,881.59","6,861.03","6,883.02","6,818.22","154.50K","0.49%"
"2020-9-14","6,848.36","6,781.70","6,871.05","6,762.24","171.07K","1.58%"
"2020-9-11","6,742.06","6,592.90","6,746.17","6,591.31","151.14K","1.63%"
"2020-9-10","6,633.89","6,921.46","6,938.08","6,615.56","215.06K","-3.54%"
"2020-9-9","6,877.60","7,023.30","7,034.49","6,871.77","258.72K","-3.17%"
"2020-9-8","7,103.09","7,070.68","7,108.65","6,981.57","210.91K","0.65%"
"2020-9-7","7,057.19","7,189.97","7,240.05","7,027.92","211.26K","-1.74%"
"2020-9-4","7,182.11","7,064.28","7,189.13","7,045.55","170.64K","-0.11%"
"2020-9-3","7,189.86","7,263.60","7,265.90","7,165.77","189.86K","-1.14%"
"2020-9-2","7,272.62","7,270.95","7,301.27","7,197.21","199.26K","0.19%"
"2020-9-1","7,258.89","7,216.65","7,258.89","7,169.40","164.07K","0.48%"
"2020-8-31","7,224.05","7,238.66","7,308.60","7,221.55","184.77K","0.27%"
"2020-8-28","7,204.78","7,102.27","7,208.41","7,083.13","174.71K","1.28%"
"2020-8-27","7,113.80","7,041.52","7,125.88","6,998.03","171.56K","1.08%"
"2020-8-26","7,037.98","7,209.51","7,211.30","7,010.08","199.86K","-2.44%"
"2020-8-25","7,213.68","7,258.01","7,283.28","7,188.17","195.12K","-0.55%"
"2020-8-24","7,253.64","7,212.53","7,267.09","7,119.94","167.55K","0.83%"
"2020-8-21","7,194.27","7,182.30","7,244.16","7,137.05","173.78K","0.60%"
"2020-8-20","7,151.26","7,196.35","7,257.01","7,126.04","183.40K","-1.45%"
"2020-8-19","7,256.13","7,397.88","7,397.88","7,248.89","216.78K","-2.08%"
"2020-8-18","7,410.24","7,348.42","7,422.14","7,339.89","215.56K","0.96%"
"2020-8-17","7,339.69","7,206.38","7,339.69","7,194.12","207.19K","2.17%"
"2020-8-14","7,183.96","7,103.07","7,183.96","7,058.54","175.76K","0.98%"
"2020-8-13","7,113.93","7,112.34","7,158.95","7,076.78","191.27K","0.30%"
"2020-8-12","7,092.35","7,176.89","7,196.28","6,932.30","210.73K","-1.68%"
"2020-8-11","7,213.45","7,358.73","7,377.82","7,203.79","229.93K","-1.98%"
"2020-8-10","7,358.86","7,319.54","7,414.10","7,288.75","225.89K","0.26%"
"2020-8-7","7,339.81","7,407.68","7,417.09","7,209.94","243.95K","-1.25%"
"2020-8-6","7,432.77","7,425.55","7,457.16","7,309.36","254.53K","0.08%"
"2020-8-5","7,427.19","7,340.55","7,442.39","7,284.67","246.41K","1.38%"
"2020-8-4","7,326.19","7,398.99","7,406.26","7,296.12","276.23K","-0.64%"
"2020-8-3","7,373.34","7,204.17","7,373.36","7,193.07","273.95K","3.25%"
"2020-7-31","7,141.59","7,030.31","7,143.59","6,997.63","232.33K","1.31%"
"2020-7-30","7,048.98","7,082.72","7,107.48","7,029.02","234.20K","-0.16%"
"2020-7-29","7,060.53","6,843.84","7,060.53","6,816.31","204.31K","2.95%"
"2020-7-28","6,857.94","6,835.56","6,886.44","6,796.82","184.87K","1.05%"
"2020-7-27","6,786.53","6,807.98","6,839.83","6,717.32","191.46K","0.03%"
"2020-7-24","6,784.63","7,098.51","7,133.70","6,766.51","265.48K","-4.71%"
"2020-7-23","7,119.67","7,068.40","7,130.45","6,921.19","244.78K","-0.08%"
"2020-7-22","7,125.57","7,050.40","7,181.19","7,020.55","228.50K","0.95%"
"2020-7-21","7,058.79","7,026.98","7,067.32","6,977.47","217.54K","0.79%"
"2020-7-20","7,003.67","6,851.32","7,003.67","6,789.31","219.45K","3.41%"
"2020-7-17","6,772.53","6,759.10","6,885.85","6,690.45","208.18K","0.21%"
"2020-7-16","6,758.14","7,130.04","7,165.77","6,748.50","280.76K","-5.23%"
"2020-7-15","7,131.46","7,355.56","7,368.00","7,096.58","307.30K","-2.91%"
"2020-7-14","7,344.99","7,412.27","7,447.51","7,201.49","334.33K","-0.78%"
"2020-7-13","7,403.09","7,179.97","7,403.09","7,179.97","315.54K","3.53%"
"2020-7-10","7,150.42","7,161.62","7,238.38","7,105.76","316.91K","-0.44%"
"2020-7-9","7,182.18","6,976.72","7,187.76","6,972.00","344.44K","2.99%"
"2020-7-8","6,974.00","6,817.83","6,974.00","6,769.21","303.88K","2.29%"
"2020-7-7","6,817.86","6,784.82","6,917.54","6,711.31","331.21K","1.37%"
"2020-7-6","6,726.00","6,516.92","6,732.62","6,516.92","304.89K","3.82%"
"2020-7-3","6,478.35","6,424.09","6,479.25","6,397.51","221.05K","1.00%"
"2020-7-2","6,413.95","6,341.95","6,416.96","6,316.96","208.17K","1.18%"
"2020-7-1","6,339.37","6,341.54","6,357.10","6,267.14","176.11K","0.31%"
"2020-6-30","6,319.56","6,239.61","6,330.09","6,236.64","144.58K","1.74%"
"2020-6-29","6,211.38","6,214.88","6,233.27","6,190.41","143.41K","-0.26%"
"2020-6-24","6,227.57","6,242.56","6,258.82","6,210.97","144.54K","-0.18%"
"2020-6-23","6,238.90","6,229.65","6,245.15","6,196.69","152.36K","0.17%"
"2020-6-22","6,228.02","6,204.50","6,246.05","6,204.50","160.95K","0.66%"
"2020-6-19","6,187.11","6,147.88","6,198.05","6,140.52","152.21K","0.62%"
"2020-6-18","6,149.29","6,168.05","6,168.24","6,121.06","162.11K","-0.47%"
"2020-6-17","6,178.14","6,160.20","6,178.14","6,124.22","173.54K","0.43%"
"2020-6-16","6,151.69","6,076.60","6,151.69","6,064.26","160.02K","2.04%"
"2020-6-15","6,028.96","6,031.09","6,106.45","6,028.94","169.09K","-0.04%"
"2020-6-12","6,031.17","5,901.07","6,058.77","5,888.23","158.72K","0.06%"
"2020-6-11","6,027.41","6,050.12","6,107.34","5,999.51","161.28K","-0.36%"
"2020-6-10","6,049.32","6,033.49","6,049.69","6,007.98","145.67K","0.12%"
"2020-6-9","6,042.34","6,005.84","6,042.36","5,979.23","147.31K","0.68%"
"2020-6-8","6,001.43","6,039.25","6,049.86","5,993.17","157.47K","-0.23%"
"2020-6-5","6,015.33","6,009.88","6,029.00","5,970.15","163.12K","0.14%"
"2020-6-4","6,006.76","6,004.46","6,016.12","5,973.20","172.03K","0.20%"
"2020-6-3","5,994.64","6,010.41","6,043.10","5,987.57","192.96K","-0.14%"
"2020-6-2","6,002.84","6,012.57","6,021.27","5,978.77","194.96K","0.15%"
"2020-6-1","5,993.79","5,855.33","5,996.42","5,855.33","182.80K","3.05%"
"2020-5-29","5,816.40","5,744.23","5,834.62","5,732.38","146.24K","1.00%"
"2020-5-28","5,758.93","5,769.79","5,790.18","5,675.49","149.01K","-0.23%"
"2020-5-27","5,772.08","5,813.98","5,817.06","5,758.18","145.95K","-0.63%"
"2020-5-26","5,808.55","5,690.40","5,808.55","5,690.40","125.08K","2.41%"
"2020-5-25","5,671.97","5,674.30","5,691.14","5,640.28","115.87K","-0.21%"
"2020-5-22","5,684.00","5,782.62","5,782.66","5,643.40","143.85K","-1.86%"
"2020-5-21","5,791.64","5,878.72","5,883.78","5,780.11","152.29K","-1.26%"
"2020-5-20","5,865.84","5,928.47","5,928.47","5,844.58","161.72K","-1.19%"
"2020-5-19","5,936.60","5,896.15","5,936.66","5,886.90","151.78K","1.31%"
"2020-5-18","5,860.04","5,905.92","5,916.71","5,841.72","175.79K","-0.51%"
"2020-5-15","5,889.98","5,886.78","5,924.77","5,859.90","155.19K","0.46%"
"2020-5-14","5,863.24","5,889.14","5,915.61","5,861.78","158.97K","-0.91%"
"2020-5-13","5,917.03","5,849.46","5,923.26","5,835.33","139.58K","0.81%"
"2020-5-12","5,869.51","5,847.70","5,869.59","5,780.09","141.84K","0.30%"
"2020-5-11","5,851.80","5,892.57","5,902.16","5,813.67","158.07K","-0.19%"
"2020-5-8","5,862.77","5,825.74","5,886.00","5,822.81","161.39K","1.15%"
"2020-5-7","5,795.87","5,809.54","5,837.33","5,787.61","162.32K","-0.11%"
"2020-5-6","5,802.42","5,636.87","5,802.46","5,632.03","160.52K","2.19%"
"2020-4-30","5,678.17","5,572.57","5,695.21","5,572.57","160.19K","2.35%"
"2020-4-29","5,547.63","5,533.00","5,600.76","5,524.87","143.72K","-0.24%"
"2020-4-28","5,561.20","5,641.29","5,644.35","5,395.57","183.95K","-1.50%"
"2020-4-27","5,645.66","5,675.56","5,699.77","5,617.52","146.87K","-0.53%"
"2020-4-24","5,675.51","5,782.29","5,784.11","5,654.22","181.57K","-1.97%"
"2020-4-23","5,789.48","5,841.40","5,846.38","5,789.10","187.89K","-0.64%"
"2020-4-22","5,826.56","5,721.53","5,826.58","5,710.81","168.44K","0.93%"
"2020-4-21","5,773.01","5,780.86","5,780.86","5,711.17","175.00K","-0.52%"
"2020-4-20","5,803.40","5,722.73","5,803.40","5,714.32","163.68K","1.63%"
"2020-4-17","5,710.05","5,735.90","5,764.79","5,702.01","185.55K","0.16%"
"2020-4-16","5,700.96","5,626.84","5,711.72","5,617.05","156.29K","0.76%"
"2020-4-15","5,657.95","5,689.73","5,720.42","5,655.22","164.40K","-0.60%"
"2020-4-14","5,692.00","5,605.91","5,692.00","5,599.91","142.34K","2.03%"
"2020-4-13","5,578.86","5,590.32","5,613.41","5,542.57","139.33K","-1.04%"
"2020-4-10","5,637.53","5,787.54","5,787.54","5,619.70","191.47K","-2.62%"
"2020-4-9","5,789.26","5,750.89","5,802.65","5,740.03","182.53K","1.24%"
"2020-4-8","5,718.13","5,673.34","5,739.30","5,661.95","183.30K","0.40%"
"2020-4-7","5,695.17","5,605.27","5,697.76","5,599.82","178.92K","3.41%"
"2020-4-3","5,507.12","5,525.77","5,558.38","5,482.06","140.58K","-0.57%"
"2020-4-2","5,538.60","5,376.66","5,538.60","5,367.57","145.94K","2.50%"
"2020-4-1","5,403.30","5,413.55","5,491.47","5,391.54","147.26K","-0.44%"
"2020-3-31","5,427.13","5,465.37","5,479.02","5,414.31","141.81K","0.22%"
"2020-3-30","5,415.41","5,472.15","5,472.15","5,362.80","159.55K","-2.49%"
"2020-3-27","5,553.61","5,659.59","5,665.62","5,550.54","154.39K","-0.75%"
"2020-3-26","5,595.43","5,606.63","5,666.13","5,582.93","166.00K","-0.91%"
"2020-3-25","5,646.63","5,632.41","5,652.43","5,589.96","182.12K","2.34%"
"2020-3-24","5,517.26","5,522.18","5,535.93","5,344.42","175.45K","1.86%"
"2020-3-23","5,416.57","5,514.93","5,575.53","5,398.95","170.34K","-4.48%"
"2020-3-20","5,670.47","5,676.97","5,688.95","5,574.62","172.74K","0.95%"
"2020-3-19","5,617.19","5,552.51","5,641.04","5,453.04","190.82K","1.10%"
"2020-3-18","5,556.11","5,702.17","5,804.30","5,556.11","205.12K","-1.54%"
"2020-3-17","5,642.92","5,707.42","5,756.20","5,436.60","207.16K","-0.26%"
"2020-3-16","5,657.77","5,999.54","6,007.26","5,638.39","246.61K","-4.84%"
"2020-3-13","5,945.46","5,681.59","5,999.77","5,681.59","251.19K","-0.90%"
"2020-3-12","5,999.64","6,026.06","6,071.62","5,938.93","219.65K","-2.01%"
"2020-3-11","6,122.91","6,219.93","6,268.94","6,122.91","264.58K","-1.35%"
"2020-3-10","6,206.41","5,965.36","6,206.41","5,902.39","285.40K","2.59%"
"2020-3-9","6,049.62","6,198.20","6,239.25","6,049.62","287.18K","-3.92%"
"2020-3-6","6,296.74","6,236.26","6,344.08","6,225.70","266.26K","-0.30%"
"2020-3-5","6,315.83","6,312.43","6,327.54","6,248.98","296.08K","1.43%"
"2020-3-4","6,226.53","6,146.77","6,231.64","6,101.05","254.45K","0.49%"
"2020-3-3","6,195.89","6,225.96","6,322.27","6,132.71","294.09K","1.35%"
"2020-3-2","6,113.41","5,946.83","6,143.73","5,931.04","245.87K","4.13%"
"2020-2-28","5,870.97","5,999.21","6,091.69","5,870.91","284.62K","-5.79%"
"2020-2-27","6,232.09","6,254.39","6,321.12","6,135.95","268.03K","0.16%"
"2020-2-26","6,221.84","6,315.33","6,388.06","6,200.26","327.09K","-2.89%"
"2020-2-25","6,407.14","6,233.52","6,420.35","6,096.15","348.24K","0.42%"
"2020-2-24","6,380.41","6,254.32","6,399.30","6,236.09","298.30K","2.19%"
"2020-2-21","6,243.48","6,141.79","6,278.48","6,136.08","277.77K","1.78%"
"2020-2-20","6,134.39","6,032.40","6,135.35","5,979.05","248.95K","1.93%"
"2020-2-19","6,018.05","6,058.69","6,113.87","6,018.05","259.32K","-0.89%"
"2020-2-18","6,072.19","5,948.65","6,072.19","5,940.62","254.10K","2.29%"
"2020-2-17","5,936.48","5,766.55","5,936.48","5,766.55","228.92K","3.64%"
"2020-2-14","5,727.83","5,696.10","5,783.64","5,677.79","199.68K","0.36%"
"2020-2-13","5,707.53","5,758.92","5,782.57","5,690.01","221.92K","-0.81%"
"2020-2-12","5,754.26","5,605.93","5,754.26","5,602.30","202.28K","2.33%"
"2020-2-11","5,623.26","5,656.52","5,666.73","5,590.89","188.16K","-0.68%"
"2020-2-10","5,661.56","5,586.95","5,662.42","5,567.05","218.07K","1.40%"
"2020-2-7","5,583.60","5,535.13","5,588.77","5,472.87","226.93K","1.23%"
"2020-2-6","5,515.64","5,353.19","5,538.94","5,326.21","218.48K","3.13%"
"2020-2-5","5,348.34","5,242.33","5,414.76","5,242.33","207.94K","2.61%"
"2020-2-4","5,212.10","4,923.19","5,234.25","4,923.19","238.20K","0.23%"
"2020-2-3","5,200.16","5,180.59","5,227.07","5,179.26","84.42K","-8.75%"
"2020-1-23","5,699.01","5,852.20","5,897.90","5,643.84","184.76K","-3.73%"
"2020-1-22","5,919.59","5,867.22","5,942.11","5,784.68","162.73K","0.30%"
"2020-1-21","5,901.86","5,952.00","5,952.00","5,901.00","156.33K","-0.89%"
"2020-1-20","5,954.87","5,880.13","5,954.89","5,862.14","148.36K","1.28%"
"2020-1-17","5,879.41","5,913.79","5,927.54","5,869.17","142.82K","-0.38%"
"2020-1-16","5,902.13","5,917.23","5,934.17","5,892.73","147.95K","-0.19%"
"2020-1-15","5,913.52","5,903.76","5,920.08","5,859.11","160.09K","-0.01%"
"2020-1-14","5,914.11","5,939.90","5,948.04","5,911.69","176.82K","-0.21%"
"2020-1-13","5,926.72","5,844.96","5,926.72","5,822.42","160.73K","1.28%"
"2020-1-10","5,851.89","5,879.21","5,885.33","5,824.65","169.19K","-0.21%"
"2020-1-9","5,864.18","5,815.74","5,864.18","5,815.74","186.39K","1.59%"
"2020-1-8","5,772.47","5,827.38","5,858.87","5,759.33","218.97K","-1.37%"
"2020-1-7","5,852.36","5,772.66","5,852.36","5,772.66","203.44K","1.52%"
"2020-1-6","5,764.73","5,686.16","5,803.86","5,670.34","208.49K","1.03%"
"2020-1-3","5,706.04","5,685.08","5,717.51","5,667.74","179.01K","0.52%"
"2020-1-2","5,676.56","5,603.93","5,682.64","5,586.14","178.71K","1.97%"
