"date","收盘","开盘","高","低","交易量","涨跌幅"
"2024-1-26","5,338.50","5,303.96","5,352.78","5,285.88","75.80K","0.42%"
"2024-1-25","5,316.19","5,143.29","5,316.19","5,112.54","163.15K","3.42%"
"2024-1-24","5,140.37","5,102.82","5,151.42","4,951.90","141.70K","1.20%"
"2024-1-23","5,079.63","4,992.79","5,102.44","4,939.52","130.29K","1.50%"
"2024-1-22","5,004.42","5,298.31","5,298.31","4,970.35","142.69K","-5.77%"
"2024-1-19","5,310.61","5,364.81","5,395.14","5,304.96","105.02K","-1.19%"
"2024-1-18","5,374.48","5,360.21","5,375.23","5,214.90","147.00K","-0.36%"
"2024-1-17","5,393.87","5,529.89","5,529.89","5,393.42","102.26K","-2.63%"
"2024-1-16","5,539.47","5,555.00","5,566.21","5,463.29","116.80K","-0.36%"
"2024-1-15","5,559.39","5,558.15","5,607.13","5,520.36","108.63K","-0.31%"
"2024-1-12","5,576.44","5,601.10","5,646.27","5,574.41","119.61K","-0.61%"
"2024-1-11","5,610.74","5,507.80","5,634.02","5,502.37","123.26K","1.72%"
"2024-1-10","5,515.60","5,540.66","5,580.42","5,462.61","105.27K","-0.64%"
"2024-1-9","5,551.07","5,553.18","5,607.22","5,513.37","109.19K","0.10%"
"2024-1-8","5,545.30","5,664.45","5,664.45","5,544.43","109.07K","-2.33%"
"2024-1-5","5,677.32","5,779.76","5,796.47","5,652.13","117.91K","-1.84%"
"2024-1-4","5,783.73","5,814.94","5,814.94","5,753.47","101.68K","-0.69%"
"2024-1-3","5,823.98","5,838.55","5,861.41","5,785.31","117.94K","-0.53%"
"2024-1-2","5,855.03","5,891.17","5,891.23","5,854.59","126.88K","-0.55%"
"2023-12-29","5,887.12","5,797.58","5,891.63","5,795.76","132.77K","1.42%"
"2023-12-28","5,804.81","5,687.75","5,824.10","5,660.13","142.49K","1.89%"
"2023-12-27","5,696.95","5,658.19","5,702.96","5,637.01","106.91K","0.80%"
"2023-12-26","5,651.59","5,734.15","5,734.49","5,632.87","104.06K","-1.50%"
"2023-12-25","5,737.63","5,726.56","5,753.33","5,698.36","108.34K","0.03%"
"2023-12-22","5,736.15","5,797.61","5,819.65","5,714.18","139.86K","-1.08%"
"2023-12-21","5,798.91","5,739.02","5,813.95","5,685.79","124.95K","0.65%"
"2023-12-20","5,761.42","5,869.56","5,873.76","5,761.42","111.55K","-1.71%"
"2023-12-19","5,861.67","5,853.19","5,887.77","5,820.51","110.25K","0.08%"
"2023-12-18","5,857.17","5,939.43","5,941.90","5,845.98","123.84K","-1.62%"
"2023-12-15","5,953.78","6,000.26","6,016.40","5,935.51","122.12K","-0.65%"
"2023-12-14","5,992.44","6,038.92","6,072.61","5,989.23","118.76K","-0.48%"
"2023-12-13","6,021.04","6,067.78","6,076.36","6,019.93","121.02K","-0.93%"
"2023-12-12","6,077.41","6,070.88","6,084.28","6,050.73","128.28K","0.07%"
"2023-12-11","6,073.16","5,984.68","6,080.80","5,933.74","157.92K","1.17%"
"2023-12-8","6,003.14","6,021.92","6,055.71","6,003.14","167.97K","-0.31%"
"2023-12-7","6,021.60","6,019.96","6,044.85","5,983.25","146.84K","-0.04%"
"2023-12-6","6,023.78","5,977.61","6,066.27","5,970.28","143.54K","0.47%"
"2023-12-5","5,995.88","6,098.12","6,098.12","5,994.82","140.94K","-1.94%"
"2023-12-4","6,114.66","6,131.59","6,147.05","6,110.25","153.36K","-0.25%"
"2023-12-1","6,129.99","6,078.64","6,142.74","6,059.99","143.56K","0.83%"
"2023-11-30","6,079.78","6,104.77","6,110.26","6,031.76","128.80K","-0.58%"
"2023-11-29","6,115.13","6,138.76","6,154.74","6,103.99","134.88K","-0.46%"
"2023-11-28","6,143.13","6,099.51","6,143.13","6,065.71","127.38K","0.52%"
"2023-11-27","6,111.36","6,107.56","6,130.40","6,077.01","154.43K","-0.11%"
"2023-11-24","6,118.27","6,194.02","6,194.02","6,098.96","147.91K","-1.26%"
"2023-11-23","6,196.46","6,123.59","6,199.88","6,107.00","150.37K","0.97%"
"2023-11-22","6,136.94","6,193.36","6,221.87","6,135.57","169.19K","-1.25%"
"2023-11-21","6,214.37","6,258.74","6,267.21","6,200.76","174.57K","-0.62%"
"2023-11-20","6,253.16","6,211.34","6,254.14","6,184.64","159.96K","0.89%"
"2023-11-17","6,198.10","6,135.83","6,198.10","6,131.67","144.29K","0.82%"
"2023-11-16","6,147.83","6,188.83","6,193.64","6,144.04","141.98K","-0.96%"
"2023-11-15","6,207.47","6,226.20","6,234.54","6,184.90","165.81K","0.39%"
"2023-11-14","6,183.34","6,143.48","6,189.50","6,133.22","158.19K","0.66%"
"2023-11-13","6,143.04","6,107.27","6,143.04","6,095.27","148.66K","0.86%"
"2023-11-10","6,090.41","6,079.47","6,097.61","6,056.17","139.80K","-0.20%"
"2023-11-9","6,102.46","6,135.07","6,160.75","6,088.36","160.41K","-0.61%"
"2023-11-8","6,139.85","6,114.99","6,160.18","6,099.29","182.19K","0.35%"
"2023-11-7","6,118.22","6,088.51","6,132.14","6,068.52","171.91K","0.37%"
"2023-11-6","6,095.88","6,007.43","6,097.04","6,007.43","184.45K","2.05%"
"2023-11-3","5,973.39","5,895.60","5,992.75","5,895.60","145.87K","1.49%"
"2023-11-2","5,885.55","5,958.48","5,983.22","5,885.55","140.00K","-1.22%"
"2023-11-1","5,958.48","5,969.81","5,983.87","5,943.19","147.32K","-0.23%"
"2023-10-31","5,971.93","6,003.37","6,013.73","5,934.45","163.44K","-0.59%"
"2023-10-30","6,007.12","5,899.38","6,017.25","5,899.03","177.29K","1.53%"
"2023-10-27","5,916.60","5,792.61","5,937.43","5,774.63","170.43K","1.79%"
"2023-10-26","5,812.65","5,745.53","5,817.63","5,724.00","155.52K","0.52%"
"2023-10-25","5,782.68","5,753.69","5,811.27","5,752.79","161.78K","1.07%"
"2023-10-24","5,721.26","5,654.93","5,734.30","5,625.71","150.06K","1.45%"
"2023-10-23","5,639.63","5,754.18","5,754.25","5,613.91","144.44K","-2.37%"
"2023-10-20","5,776.40","5,816.72","5,855.39","5,767.02","137.24K","-1.16%"
"2023-10-19","5,844.01","5,879.81","5,929.38","5,842.41","153.94K","-1.09%"
"2023-10-18","5,908.11","5,992.51","5,992.51","5,905.84","145.00K","-1.74%"
"2023-10-17","6,012.88","6,027.91","6,028.02","5,967.41","137.76K","-0.19%"
"2023-10-16","6,024.36","6,089.42","6,089.48","5,996.87","164.46K","-0.95%"
"2023-10-13","6,081.97","6,080.33","6,091.54","6,063.56","144.08K","-0.39%"
"2023-10-12","6,105.71","6,088.55","6,106.95","6,064.82","144.34K","0.72%"
"2023-10-11","6,061.95","6,056.03","6,105.25","6,040.50","141.86K","0.30%"
"2023-10-10","6,043.85","6,069.91","6,084.77","6,037.55","140.19K","-0.28%"
"2023-10-9","6,060.86","6,073.28","6,075.46","6,025.83","135.36K","-0.34%"
"2023-9-28","6,081.74","6,048.83","6,085.53","6,048.83","125.83K","0.76%"
"2023-9-27","6,035.96","5,989.80","6,063.91","5,989.16","120.12K","0.62%"
"2023-9-26","5,998.67","6,017.30","6,034.43","5,996.05","112.72K","-0.52%"
"2023-9-25","6,030.06","6,051.82","6,058.47","6,014.62","128.15K","-0.37%"
"2023-9-22","6,052.70","5,934.27","6,056.21","5,923.24","131.78K","1.88%"
"2023-9-21","5,941.20","5,968.35","5,999.40","5,931.24","98.45K","-0.73%"
"2023-9-20","5,985.13","6,020.91","6,038.33","5,982.12","104.42K","-0.80%"
"2023-9-19","6,033.37","6,077.40","6,077.40","6,011.91","111.42K","-0.82%"
"2023-9-18","6,083.18","6,058.30","6,106.18","6,029.97","117.05K","0.15%"
"2023-9-15","6,073.82","6,082.19","6,117.67","6,046.87","120.63K","0.09%"
"2023-9-14","6,068.18","6,101.77","6,101.77","6,038.00","113.73K","-0.57%"
"2023-9-13","6,102.91","6,169.53","6,177.38","6,059.37","123.66K","-1.33%"
"2023-9-12","6,185.13","6,175.63","6,212.24","6,169.29","119.23K","0.02%"
"2023-9-11","6,183.64","6,114.07","6,204.43","6,084.04","143.10K","1.31%"
"2023-9-8","6,103.90","6,063.24","6,128.84","6,063.20","118.09K","0.31%"
"2023-9-7","6,084.86","6,185.33","6,185.33","6,084.57","131.41K","-1.79%"
"2023-9-6","6,195.62","6,146.39","6,202.32","6,117.81","128.41K","0.45%"
"2023-9-5","6,167.65","6,188.52","6,206.35","6,154.83","140.23K","-0.47%"
"2023-9-4","6,196.48","6,129.54","6,196.48","6,109.18","153.59K","1.45%"
"2023-9-1","6,108.17","6,108.13","6,136.34","6,086.27","122.80K","0.06%"
"2023-8-31","6,104.30","6,130.64","6,130.95","6,087.33","143.04K","-0.60%"
"2023-8-30","6,141.35","6,117.41","6,185.27","6,102.12","165.66K","0.53%"
"2023-8-29","6,108.68","5,909.46","6,121.59","5,907.99","184.73K","3.07%"
"2023-8-28","5,926.55","6,204.10","6,204.10","5,907.94","209.01K","0.76%"
"2023-8-25","5,881.82","5,960.59","5,980.24","5,855.88","138.75K","-1.80%"
"2023-8-24","5,989.82","5,989.43","6,049.55","5,942.57","132.61K","0.26%"
"2023-8-23","5,974.08","6,084.15","6,084.15","5,973.84","126.89K","-2.06%"
"2023-8-22","6,099.65","6,082.72","6,108.21","5,984.44","143.70K","0.68%"
"2023-8-21","6,058.58","6,107.92","6,154.25","6,058.58","116.27K","-1.03%"
"2023-8-18","6,121.51","6,245.13","6,259.79","6,121.51","137.29K","-2.01%"
"2023-8-17","6,246.78","6,167.65","6,254.91","6,128.24","127.45K","0.98%"
"2023-8-16","6,186.40","6,240.71","6,255.76","6,186.40","124.96K","-1.18%"
"2023-8-15","6,260.42","6,318.55","6,325.53","6,203.49","121.85K","-0.91%"
"2023-8-14","6,318.22","6,251.97","6,320.95","6,214.25","136.72K","0.17%"
"2023-8-11","6,307.29","6,428.88","6,428.88","6,306.21","146.92K","-1.85%"
"2023-8-10","6,426.34","6,409.22","6,438.39","6,392.90","131.05K","0.11%"
"2023-8-9","6,419.43","6,452.98","6,464.36","6,411.61","130.50K","-0.82%"
"2023-8-8","6,472.36","6,496.59","6,500.90","6,457.41","140.58K","-0.45%"
"2023-8-7","6,501.88","6,524.30","6,532.38","6,485.86","166.72K","-0.53%"
"2023-8-4","6,536.43","6,514.54","6,561.74","6,505.86","192.47K","0.55%"
"2023-8-3","6,500.92","6,472.11","6,502.38","6,460.28","161.08K","0.10%"
"2023-8-2","6,494.72","6,499.86","6,514.89","6,475.54","167.35K","-0.20%"
"2023-8-1","6,507.86","6,513.14","6,521.93","6,482.17","181.93K","-0.13%"
"2023-7-31","6,516.28","6,475.83","6,549.41","6,475.83","181.79K","0.81%"
"2023-7-28","6,463.63","6,389.43","6,471.46","6,369.37","155.50K","0.88%"
"2023-7-27","6,407.53","6,458.48","6,475.83","6,397.59","142.90K","-0.77%"
"2023-7-26","6,457.27","6,497.59","6,497.59","6,441.58","148.85K","-0.62%"
"2023-7-25","6,497.30","6,448.27","6,499.15","6,444.58","145.52K","1.62%"
"2023-7-24","6,393.44","6,397.43","6,437.99","6,370.61","107.91K","-0.12%"
"2023-7-21","6,401.20","6,397.15","6,447.30","6,378.20","112.08K","-0.15%"
"2023-7-20","6,410.62","6,497.78","6,512.45","6,404.12","120.79K","-1.26%"
"2023-7-19","6,492.26","6,508.52","6,530.54","6,459.44","109.06K","-0.27%"
"2023-7-18","6,509.54","6,519.76","6,537.91","6,490.06","118.49K","-0.09%"
"2023-7-17","6,515.27","6,524.61","6,525.19","6,481.29","125.44K","-0.45%"
"2023-7-14","6,544.52","6,554.53","6,571.14","6,538.98","135.59K","-0.02%"
"2023-7-13","6,546.10","6,497.81","6,553.60","6,497.81","133.56K","0.99%"
"2023-7-12","6,482.23","6,576.94","6,576.96","6,477.03","138.53K","-1.45%"
"2023-7-11","6,577.45","6,531.63","6,578.60","6,515.00","118.19K","0.80%"
"2023-7-10","6,525.32","6,539.08","6,556.08","6,501.75","119.02K","0.07%"
"2023-7-7","6,520.56","6,553.56","6,558.11","6,486.28","121.91K","-0.73%"
"2023-7-6","6,568.40","6,573.58","6,619.29","6,558.89","122.48K","-0.25%"
"2023-7-5","6,584.85","6,632.37","6,642.55","6,575.73","131.48K","-0.82%"
"2023-7-4","6,639.04","6,610.66","6,639.67","6,599.60","137.87K","0.40%"
"2023-7-3","6,612.67","6,617.08","6,639.79","6,571.89","159.37K","0.15%"
"2023-6-30","6,602.49","6,507.50","6,615.97","6,501.46","142.67K","1.26%"
"2023-6-29","6,520.36","6,465.10","6,542.28","6,462.29","133.53K","0.71%"
"2023-6-28","6,474.65","6,504.50","6,505.47","6,367.35","144.40K","-0.54%"
"2023-6-27","6,509.74","6,425.84","6,518.88","6,424.33","133.77K","1.39%"
"2023-6-26","6,420.59","6,504.97","6,535.37","6,404.20","153.03K","-1.97%"
"2023-6-21","6,549.79","6,679.15","6,680.86","6,549.79","152.93K","-2.19%"
"2023-6-20","6,696.71","6,683.92","6,717.71","6,671.99","156.85K","-0.01%"
"2023-6-19","6,697.20","6,674.12","6,707.23","6,673.81","165.71K","0.40%"
"2023-6-16","6,670.28","6,613.10","6,674.43","6,602.04","153.79K","0.89%"
"2023-6-15","6,611.50","6,579.46","6,618.62","6,568.86","146.36K","0.48%"
"2023-6-14","6,579.85","6,556.03","6,591.69","6,547.52","147.36K","0.36%"
"2023-6-13","6,556.04","6,525.05","6,560.94","6,520.00","144.13K","0.38%"
"2023-6-12","6,531.04","6,488.20","6,549.78","6,474.91","144.25K","0.48%"
"2023-6-9","6,499.64","6,446.62","6,500.45","6,427.92","148.50K","0.89%"
"2023-6-8","6,442.26","6,477.94","6,478.32","6,400.08","134.02K","-0.72%"
"2023-6-7","6,488.98","6,487.20","6,517.32","6,467.30","130.65K","-0.01%"
"2023-6-6","6,489.81","6,625.09","6,625.09","6,475.26","151.76K","-2.19%"
"2023-6-5","6,635.32","6,631.22","6,647.20","6,609.02","135.20K","0.13%"
"2023-6-2","6,626.64","6,585.73","6,640.51","6,585.73","147.55K","0.79%"
"2023-6-1","6,574.56","6,539.26","6,616.44","6,515.02","152.31K","0.21%"
"2023-5-31","6,560.53","6,556.52","6,581.90","6,523.54","140.81K","-0.05%"
"2023-5-30","6,563.58","6,517.71","6,565.48","6,461.18","150.30K","0.47%"
"2023-5-29","6,532.93","6,560.16","6,579.15","6,518.09","150.95K","-0.19%"
"2023-5-26","6,545.15","6,495.35","6,557.66","6,451.73","124.85K","0.69%"
"2023-5-25","6,500.37","6,502.23","6,541.26","6,424.50","134.22K","-0.19%"
"2023-5-24","6,512.92","6,507.06","6,564.51","6,476.75","125.71K","-0.31%"
"2023-5-23","6,533.07","6,591.56","6,600.80","6,532.37","126.74K","-0.96%"
"2023-5-22","6,596.55","6,589.35","6,608.58","6,556.74","129.56K","-0.09%"
"2023-5-19","6,602.21","6,571.09","6,621.43","6,545.08","133.77K","0.24%"
"2023-5-18","6,586.42","6,557.37","6,595.49","6,554.90","142.57K","0.50%"
"2023-5-17","6,553.46","6,500.44","6,555.73","6,497.68","124.14K","0.58%"
"2023-5-16","6,515.74","6,586.72","6,586.72","6,501.31","141.59K","-1.05%"
"2023-5-15","6,585.12","6,537.40","6,585.12","6,466.45","160.30K","0.73%"
"2023-5-12","6,537.45","6,608.83","6,630.50","6,535.13","151.45K","-1.29%"
"2023-5-11","6,622.84","6,634.16","6,653.38","6,618.19","154.74K","-0.06%"
"2023-5-10","6,627.13","6,599.79","6,648.04","6,576.45","171.31K","0.23%"
"2023-5-9","6,612.24","6,696.67","6,705.65","6,610.57","216.98K","-1.38%"
"2023-5-8","6,704.55","6,660.92","6,714.32","6,660.92","201.88K","0.76%"
"2023-5-5","6,653.65","6,723.16","6,723.98","6,612.97","185.88K","-1.21%"
"2023-5-4","6,735.12","6,701.49","6,738.22","6,698.67","199.96K","0.17%"
"2023-4-28","6,723.37","6,617.32","6,724.57","6,617.32","187.81K","1.38%"
"2023-4-27","6,631.54","6,597.73","6,672.03","6,593.38","173.23K","0.14%"
"2023-4-26","6,622.01","6,577.36","6,667.41","6,573.88","182.85K","0.25%"
"2023-4-25","6,605.20","6,708.28","6,711.57","6,517.27","192.51K","-1.80%"
"2023-4-24","6,726.00","6,766.52","6,771.65","6,692.22","171.37K","-0.73%"
"2023-4-21","6,775.31","6,954.10","6,962.79","6,774.77","191.09K","-2.71%"
"2023-4-20","6,963.72","6,956.37","6,963.77","6,912.35","172.99K","-0.04%"
"2023-4-19","6,966.50","6,988.65","7,011.92","6,955.36","167.22K","-0.45%"
"2023-4-18","6,998.33","7,002.26","7,014.38","6,961.64","159.16K","-0.19%"
"2023-4-17","7,011.96","7,009.47","7,030.24","6,989.70","172.11K","-0.13%"
"2023-4-14","7,021.30","6,978.59","7,025.95","6,942.58","172.66K","0.76%"
"2023-4-13","6,968.01","7,011.66","7,029.10","6,956.68","181.04K","-0.76%"
"2023-4-12","7,021.36","6,989.69","7,027.64","6,979.28","178.09K","0.54%"
"2023-4-11","6,983.31","6,967.03","6,986.44","6,937.09","160.82K","0.20%"
"2023-4-10","6,969.50","7,050.24","7,052.74","6,950.77","179.36K","-1.05%"
"2023-4-7","7,043.19","6,987.01","7,043.22","6,978.35","165.48K","0.85%"
"2023-4-6","6,983.59","6,926.19","6,988.38","6,921.66","190.72K","0.45%"
"2023-4-4","6,952.23","6,952.15","6,952.89","6,951.84","211.09K","1.14%"
"2023-3-31","6,874.13","6,806.61","6,878.32","6,801.94","149.52K","0.99%"
"2023-3-30","6,806.73","6,802.07","6,814.69","6,751.74","144.42K","0.00%"
"2023-3-29","6,806.96","6,825.13","6,839.90","6,785.25","159.08K","-0.27%"
"2023-3-28","6,825.58","6,881.11","6,884.54","6,816.45","168.76K","-0.90%"
"2023-3-27","6,887.45","6,874.39","6,900.63","6,831.02","192.86K","0.28%"
"2023-3-24","6,868.36","6,874.54","6,880.13","6,840.75","179.64K","-0.01%"
"2023-3-23","6,869.02","6,827.68","6,869.18","6,809.85","164.08K","0.40%"
"2023-3-22","6,841.34","6,830.19","6,845.63","6,810.87","158.23K","0.49%"
"2023-3-21","6,808.16","6,726.80","6,810.29","6,725.96","144.50K","1.29%"
"2023-3-20","6,721.19","6,745.95","6,760.91","6,694.52","174.44K","-0.24%"
"2023-3-17","6,737.39","6,726.96","6,781.22","6,717.64","159.22K","0.67%"
"2023-3-16","6,692.31","6,769.61","6,777.91","6,677.69","140.37K","-1.62%"
"2023-3-15","6,802.17","6,797.82","6,844.96","6,794.42","137.68K","0.48%"
"2023-3-14","6,769.74","6,824.25","6,824.25","6,690.11","155.40K","-0.88%"
"2023-3-13","6,829.51","6,780.02","6,831.28","6,750.22","139.47K","0.44%"
"2023-3-10","6,799.30","6,854.41","6,864.94","6,795.22","139.71K","-1.36%"
"2023-3-9","6,892.77","6,898.24","6,911.54","6,851.91","126.59K","0.05%"
"2023-3-8","6,889.65","6,838.63","6,894.33","6,832.04","119.62K","0.47%"
"2023-3-7","6,857.50","6,991.56","6,992.85","6,856.41","157.93K","-1.98%"
"2023-3-6","6,996.06","6,973.52","7,004.71","6,934.19","148.43K","0.38%"
"2023-3-3","6,969.65","6,970.21","6,997.42","6,921.27","152.61K","-0.03%"
"2023-3-2","6,971.60","6,999.23","7,021.11","6,963.19","164.67K","-0.42%"
"2023-3-1","7,001.02","6,955.48","7,001.02","6,932.76","154.45K","0.66%"
"2023-2-28","6,954.78","6,911.36","6,955.12","6,874.93","129.00K","0.88%"
"2023-2-27","6,894.29","6,928.03","6,950.88","6,876.39","129.23K","-0.73%"
"2023-2-24","6,944.93","6,971.65","6,983.16","6,906.69","121.05K","-0.29%"
"2023-2-23","6,965.22","6,997.78","7,008.68","6,929.90","140.15K","-0.46%"
"2023-2-22","6,997.59","6,961.15","7,014.56","6,947.34","142.78K","0.14%"
"2023-2-21","6,987.83","6,969.35","7,008.55","6,939.62","169.73K","0.44%"
"2023-2-20","6,957.29","6,871.86","6,959.75","6,825.87","163.59K","1.29%"
"2023-2-17","6,868.90","6,931.99","6,954.85","6,861.34","170.64K","-0.85%"
"2023-2-16","6,927.95","7,063.93","7,098.92","6,878.36","215.12K","-1.91%"
"2023-2-15","7,062.74","7,062.36","7,076.87","7,039.21","157.87K","0.02%"
"2023-2-14","7,061.22","7,064.53","7,070.33","7,028.79","150.05K","0.14%"
"2023-2-13","7,051.61","6,976.33","7,052.34","6,973.47","158.94K","1.12%"
"2023-2-10","6,973.57","6,991.23","7,015.23","6,926.48","151.29K","-0.36%"
"2023-2-9","6,998.69","6,864.03","6,999.09","6,850.57","147.15K","1.76%"
"2023-2-8","6,877.85","6,927.33","6,932.99","6,873.92","137.22K","-0.66%"
"2023-2-7","6,923.32","6,900.23","6,924.42","6,864.53","148.80K","0.48%"
"2023-2-6","6,890.19","6,902.49","6,928.28","6,853.91","144.41K","-0.49%"
"2023-2-3","6,923.87","6,922.79","6,934.32","6,829.40","155.63K","-0.13%"
"2023-2-2","6,932.75","6,926.58","6,969.79","6,908.72","165.27K","0.24%"
"2023-2-1","6,916.20","6,815.06","6,916.20","6,812.79","167.32K","1.65%"
"2023-1-31","6,803.63","6,763.40","6,820.14","6,759.06","145.96K","0.25%"
"2023-1-30","6,786.93","6,815.14","6,839.84","6,780.43","169.03K","0.78%"
"2023-1-20","6,734.34","6,690.14","6,740.13","6,690.14","120.82K","0.91%"
"2023-1-19","6,673.59","6,605.45","6,678.18","6,590.42","105.90K","0.92%"
"2023-1-18","6,613.00","6,613.74","6,635.85","6,593.67","105.84K","0.31%"
"2023-1-17","6,592.65","6,600.25","6,622.32","6,573.28","107.03K","0.00%"
"2023-1-16","6,592.88","6,521.45","6,628.52","6,521.45","139.52K","1.19%"
"2023-1-13","6,515.08","6,505.24","6,516.10","6,475.66","109.11K","0.43%"
"2023-1-12","6,487.30","6,495.16","6,529.78","6,469.48","103.61K","0.02%"
"2023-1-11","6,485.93","6,544.57","6,562.35","6,480.94","111.54K","-0.83%"
"2023-1-10","6,540.04","6,541.82","6,546.54","6,505.50","110.13K","0.06%"
"2023-1-9","6,536.22","6,523.14","6,559.46","6,517.57","120.41K","0.54%"
"2023-1-6","6,500.79","6,482.88","6,539.76","6,478.63","127.84K","0.25%"
"2023-1-5","6,484.55","6,427.45","6,489.83","6,413.75","120.12K","1.00%"
"2023-1-4","6,420.41","6,423.43","6,445.41","6,385.12","129.63K","-0.08%"
"2023-1-3","6,425.63","6,286.81","6,433.61","6,275.69","131.45K","2.29%"
"2022-12-30","6,281.68","6,283.50","6,296.24","6,262.60","95.70K","0.30%"
"2022-12-29","6,263.09","6,253.79","6,322.25","6,245.23","101.21K","-0.13%"
"2022-12-28","6,270.94","6,304.59","6,306.95","6,251.41","104.10K","-0.89%"
"2022-12-27","6,326.95","6,288.61","6,328.36","6,256.04","107.97K","0.83%"
"2022-12-26","6,274.65","6,161.94","6,275.93","6,161.94","98.69K","1.86%"
"2022-12-23","6,160.36","6,154.66","6,197.21","6,120.94","97.06K","-0.45%"
"2022-12-22","6,188.50","6,314.55","6,318.31","6,171.26","111.92K","-1.59%"
"2022-12-21","6,288.41","6,341.22","6,344.66","6,255.59","101.55K","-0.87%"
"2022-12-20","6,343.29","6,380.22","6,388.61","6,321.14","108.74K","-0.77%"
"2022-12-19","6,392.23","6,518.38","6,537.14","6,367.45","134.11K","-1.95%"
"2022-12-16","6,519.43","6,569.06","6,581.93","6,504.05","132.70K","-1.17%"
"2022-12-15","6,596.92","6,557.90","6,605.70","6,545.00","127.15K","0.41%"
"2022-12-14","6,569.76","6,600.41","6,626.54","6,556.81","138.17K","-0.35%"
"2022-12-13","6,593.05","6,654.67","6,654.67","6,586.88","148.65K","-0.94%"
"2022-12-12","6,655.43","6,669.17","6,680.61","6,626.93","152.08K","-0.32%"
"2022-12-9","6,676.48","6,661.90","6,684.09","6,626.94","158.00K","0.21%"
"2022-12-8","6,662.69","6,694.84","6,699.30","6,648.35","146.83K","-0.68%"
"2022-12-7","6,708.39","6,684.61","6,732.05","6,677.82","154.37K","0.08%"
"2022-12-6","6,702.76","6,690.92","6,731.07","6,667.00","153.01K","-0.16%"
"2022-12-5","6,713.56","6,710.73","6,723.46","6,675.72","176.80K","0.47%"
"2022-12-2","6,682.35","6,644.44","6,721.69","6,638.10","147.52K","0.36%"
"2022-12-1","6,658.35","6,645.47","6,691.51","6,639.63","160.41K","1.12%"
"2022-11-30","6,584.32","6,591.68","6,619.19","6,561.27","153.00K","-0.13%"
"2022-11-29","6,592.78","6,529.38","6,607.37","6,529.18","155.90K","1.57%"
"2022-11-28","6,490.93","6,426.93","6,494.98","6,412.46","128.43K","-0.34%"
"2022-11-25","6,513.23","6,573.02","6,573.02","6,508.70","122.97K","-1.13%"
"2022-11-24","6,587.39","6,573.47","6,611.79","6,553.96","124.68K","0.39%"
"2022-11-23","6,561.93","6,572.17","6,592.30","6,451.96","131.43K","-0.31%"
"2022-11-22","6,582.35","6,682.05","6,692.18","6,556.34","149.47K","-1.57%"
"2022-11-21","6,687.61","6,622.60","6,687.61","6,586.33","135.51K","0.43%"
"2022-11-18","6,658.84","6,715.64","6,744.53","6,650.83","166.16K","-0.79%"
"2022-11-17","6,711.68","6,685.94","6,711.83","6,630.08","157.17K","0.15%"
"2022-11-16","6,701.63","6,749.96","6,775.38","6,687.32","153.56K","-0.75%"
"2022-11-15","6,752.18","6,593.63","6,752.18","6,577.12","170.73K","2.31%"
"2022-11-14","6,599.66","6,639.02","6,688.00","6,570.52","172.43K","-0.66%"
"2022-11-11","6,643.66","6,749.07","6,776.74","6,641.76","191.54K","0.62%"
"2022-11-10","6,602.48","6,638.52","6,662.86","6,583.91","140.62K","-1.11%"
"2022-11-9","6,676.42","6,694.40","6,735.30","6,664.37","124.90K","-0.24%"
"2022-11-8","6,692.26","6,707.01","6,708.08","6,647.83","133.96K","-0.31%"
"2022-11-7","6,712.77","6,713.73","6,749.76","6,660.98","158.51K","0.07%"
"2022-11-4","6,707.78","6,569.19","6,719.30","6,568.78","162.96K","2.14%"
"2022-11-3","6,567.12","6,467.23","6,576.06","6,461.78","139.89K","0.68%"
"2022-11-2","6,522.51","6,434.95","6,556.97","6,433.23","160.90K","1.27%"
"2022-11-1","6,440.84","6,299.03","6,440.92","6,277.69","150.05K","2.37%"
"2022-10-31","6,291.83","6,201.75","6,349.12","6,201.75","145.52K","0.83%"
"2022-10-28","6,240.03","6,412.61","6,446.60","6,216.40","156.00K","-3.44%"
"2022-10-27","6,462.00","6,497.52","6,544.42","6,459.92","145.18K","-0.42%"
"2022-10-26","6,489.23","6,358.06","6,548.57","6,349.12","149.04K","2.11%"
"2022-10-25","6,355.24","6,346.15","6,411.17","6,248.84","128.94K","-0.38%"
"2022-10-24","6,379.54","6,448.87","6,554.37","6,335.07","140.07K","-0.83%"
"2022-10-21","6,432.78","6,433.33","6,469.09","6,387.84","119.38K","0.05%"
"2022-10-20","6,429.36","6,431.99","6,525.80","6,342.43","132.10K","-0.52%"
"2022-10-19","6,463.02","6,492.60","6,533.57","6,460.70","123.20K","-0.69%"
"2022-10-18","6,507.88","6,490.60","6,551.80","6,447.95","129.31K","0.55%"
"2022-10-17","6,472.39","6,380.21","6,476.40","6,372.45","130.83K","1.04%"
"2022-10-14","6,405.62","6,296.35","6,427.47","6,286.75","140.04K","2.45%"
"2022-10-13","6,252.63","6,162.71","6,311.51","6,146.40","127.24K","0.99%"
"2022-10-12","6,191.12","6,017.67","6,191.20","5,918.02","118.34K","2.93%"
"2022-10-11","6,014.75","5,994.76","6,043.51","5,939.07","93.04K","0.49%"
"2022-10-10","5,985.53","6,136.71","6,153.83","5,964.62","101.37K","-2.29%"
"2022-9-30","6,125.63","6,221.83","6,241.87","6,123.99","91.06K","-1.68%"
